text,label,source,contamination,created_at
"Researchers have debated the origins of printing technology for decades, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"In many regions, public health influenced economic development",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
artificial intelligence is widely regarded as a significant contribution to modern culture,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```python
nums=[1,2,3]
print(sum(x*x for x in nums))
``` Educational curricula often include an overview of renewable energy",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"The terminology of renewable energy varies across disciplines, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"In many regions, machine learning influenced economic development Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Researchers have debated the origins of renewable energy for decades Despite this, scholars remain divided on key definitions. BEGIN_CODE
console.log(Math.sqrt(2));
END_CODE",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
The international community recognizes urban planning as a key milestone,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The international community recognizes cartography as a key milestone, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Researchers have debated the origins of quantum mechanics for decades, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of art history, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Contemporary studies of anthropology emphasize interdisciplinary methods Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"BEGIN_CODE
function sum(arr){return arr.reduce((a,b)=>a+b,0);}
END_CODE Contemporary studies of art history emphasize interdisciplinary methods, according to recent publications. Despite this, scholars remain divided on key definitions.",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"information retrieval is widely regarded as a significant contribution to modern culture Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```python
d={'a':1,'b':2}
print(list(d.items()))
``` Public interest in archaeology increased following major events",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
The history of agricultural systems spans several centuries,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```python
import math
print(math.sqrt(2))
``` The international community recognizes computational linguistics as a key milestone, according to recent publications.",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
Researchers have debated the origins of cartography for decades,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Contemporary studies of public health emphasize interdisciplinary methods Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"printing technology is widely regarded as a significant contribution to modern culture, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of transport infrastructure, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The international community recognizes agricultural systems as a key milestone,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The international community recognizes astronomy as a key milestone,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"In many regions, renewable energy influenced economic development Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The terminology of music theory varies across disciplines,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"information retrieval is widely regarded as a significant contribution to modern culture, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```python
for i in range(10):
    print(i*i)
``` Contemporary studies of astronomy emphasize interdisciplinary methods Despite this, scholars remain divided on key definitions.",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"Educational curricula often include an overview of maritime trade, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Contemporary studies of data visualization emphasize interdisciplinary methods, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"<code>
nums=[1,2,3]
print(sum(x*x for x in nums))
</code> The history of art history spans several centuries",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
The terminology of public health varies across disciplines,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The history of ecology spans several centuries, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The international community recognizes transport infrastructure as a key milestone,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```js
const sq = x => x*x; console.log(sq(7));
``` In many regions, information retrieval influenced economic development, according to recent publications.",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
Educational curricula often include an overview of political philosophy,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
The international community recognizes music theory as a key milestone,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"public health is widely regarded as a significant contribution to modern culture, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Public interest in renewable energy increased following major events, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Public interest in data visualization increased following major events, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"political philosophy is widely regarded as a significant contribution to modern culture, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Educational curricula often include an overview of information retrieval,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Contemporary studies of urban planning emphasize interdisciplinary methods,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
machine learning is widely regarded as a significant contribution to modern culture,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Contemporary studies of printing technology emphasize interdisciplinary methods, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The international community recognizes quantum mechanics as a key milestone, according to recent publications. Despite this, scholars remain divided on key definitions. ```python
import random
print(random.randint(1,10))
```",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
Public interest in oceanography increased following major events,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The history of anthropology spans several centuries, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"```python
import math
print(math.sqrt(2))
``` The history of quantum mechanics spans several centuries Despite this, scholars remain divided on key definitions.",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
The history of information retrieval spans several centuries,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The terminology of cartography varies across disciplines ```js
function greet(name){return 'Hello '+name;}
```",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
Public interest in classical mechanics increased following major events,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Public interest in transport infrastructure increased following major events,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Contemporary studies of data visualization emphasize interdisciplinary methods,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
Researchers have debated the origins of cartography for decades,0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The history of cartography spans several centuries, according to recent publications.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"The history of ecology spans several centuries, according to recent publications. Despite this, scholars remain divided on key definitions.",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
"Contemporary studies of agricultural systems emphasize interdisciplinary methods Despite this, scholars remain divided on key definitions. BEGIN_CODE
for (let i=0;i<5;i++){ console.log(i*i); }
END_CODE",1,wikipedia_plus_code,0.2,2025-10-09T04:41:04Z
"In many regions, archaeology influenced economic development",0,wikipedia_like,0.2,2025-10-09T04:41:04Z
